status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,termination_date,more_code_info
Terminated,San Antonio,TX,United States,Class II,{},Drugs,88862,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",2950 Thousand Oaks Dr Ste 25,N/A,78247-3347,Voluntary: Firm initiated,Telephone,"United States including Washington, D.C. and Puerto Rico",D-0106-2022,"B COMPLEX INJ CMP-NO B12, NO LIDOCAINE  INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",1 vial,Lack of assurance of sterility,20211012,20211108,20211117,Lot: 07192021:91 BUD: 10/17/2021,20231004,
Terminated,San Antonio,TX,United States,Class II,{},Drugs,88862,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",2950 Thousand Oaks Dr Ste 25,N/A,78247-3347,Voluntary: Firm initiated,Telephone,"United States including Washington, D.C. and Puerto Rico",D-0104-2022,"ALPROSTADIL 40MCG/ML INJ  40MCG/ML INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",4 vials,Lack of assurance of sterility,20211012,20211108,20211117,Lot: 06242021:37 BUD: 10/22/2021; 08132021:74 BUD: 12/11/2021; 07132021:94 BUD:10/23/2021,20231004,
Terminated,Plattsburgh,NY,United States,Class II,{},Drugs,90653,"SterRx, LLC",141 Idaho Ave,,12903-3987,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-1332-2022,"fentaNYL Citrate in 0.9% Sodium Chloride, 2.5 mg per 250 mL, (10 mcg per mL) IV bags, Rx Only, SterRx, 141 Idaho Avenue, Plattsburgh, NY  12903, NDC 70324-327-02.",360 bags,Lack of Assurance of Sterility,20220725,20220809,20220817,"Lot #: CHL, Exp. Date Dec 29, 2022",20230622,
Ongoing,Phoenix,AZ,United States,Class II,{},Drugs,92898,"Central Admixture Pharmacy Services, Inc.",2200 S 43rd Ave,N/A,85043-3909,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1131-2023,"EPINEPHrine added to dextrose 5%, 4mg/250ml (16 mcg/mL), IV Bag, Rx Only, Central Admixture Pharmacy Services, Inc., 2200 South 43rd Avenue, Phoenix, AZ 85043, NDC: 72196-7018-1.",554 bags,Lack of Assurance of Sterility:Lack of validation data for sanitization cycles,20230817,20230828,20230906,"Lot# 36-262162, 36-262163, Exp 10/5/2023.              ;",,
Terminated,Windsor,CT,United States,Class II,{},Drugs,93456,"SCA Pharmaceuticals, LLC",755 Rainbow Rd Ste B,N/A,06095-1024,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0417-2024,"PHENYLephrine HCl 5000 mcg/50 mL in 0.9% Sodium Chloride Injection, (Concentration = 100 mcg/mL), 50 mL Syringe, Rx Only, SCA Pharmaceuticals, 755 Rainbow Rd. Windsor, CT 06095, NDC 70004-0810-22, Bar Code 70004081022.","5,948 syringes, expanded 2,102 syringes",Lack of Assurance of Sterility,20231109,20240322,20240403,"Lot #: 1223045282 Exp 11/24/23; 1223045370 Exp 11/26/23; 1223045624 Exp 12/07/23; 1223045723 Exp 12/10/23; 1223045732 Exp 12/10/23; 1223046128 Exp 12/24/23; 1223046133 Exp 12/24/23; 1223047112 Exp 02/02/24; 1223047232 Exp 2/07/24; 1223047398 Exp 02/15/24; 1223047456 Exp 02/16/24; 1223047569 Exp 02/18/24; 1223047694 Exp 02/24/24; 1223047780 Exp 03/07/24; 1223047859 Exp 03/08/24; 1223048119 Exp 03/20/24; 1223048183 Exp 03/22/24; 1223048837 Exp 04/18/24; 1223048838 Exp 04/18/24; 1223048982 Exp 04/24/24; 1223049144 Exp 05/02/24; 1223049145 Exp 05/02/24; 1223049147 Exp 05/02/24; 1223049821 Exp 05/30/24  Expanded Lot #:  1223048037, Exp 03/16/2024; 1223048047, Exp 03/17/2024; 1223049146, 1223049149, Exp 05/02/2024; 1223049373, Exp 05/10/2024; 1223048909, Exp 04/20/2024; 1223048696, Exp 04/12/2024; 1223050181, Exp 06/12/2024",20240827,
Terminated,Temple Terrace,FL,United States,Class II,{},Drugs,88394,"BayCare Integrated Service Center, LLC /dba BayCare Central Pharmacy",7802 E Telecom Pkwy,,33637-0928,Voluntary: Firm initiated,E-Mail,FL,D-0702-2021,"Succinylcholine Chloride 100 mg/5 mL (20 mg/mL), 5 mL Syringes, Rx only, For IV Use only, BayCare Central Pharmacy, 7802 E. Telecom Parkway, Temple Terrace, FL 33837",253 syringes,Lack of sterility assurance,20210730,20210804,20210811,Lot: SUCC10020210624 Exp. 09/22/2021,20211022,
Terminated,Monterey Park,CA,United States,Class II,{},Drugs,85341,Herbal Doctor Remedies,497 Cumbre St,N/A,91754-2114,Voluntary: Firm initiated,Other,"Products are sold online within the United States and  internationally to the following countries: Australia, Canada, Israel, Italy, Japan, Norway, and United Kingdom",D-1122-2020,"Edema Off, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as  unapproved new drugs,20200324,20200407,20200415,All lots within expiry,20240125,
Terminated,La Vergne,TN,United States,Class II,{},Drugs,92524,The Harvard Drug Group,341 Mason Rd,N/A,37086-3606,Voluntary: Firm initiated,Letter,Nationwide in the U.S.,D-0878-2023,"Tramadol Hydrochloride Tablets, USP 50 mg, Unit Dose 100-Count Tablets Rx only, Manufactured by: Sun Pharmaceutical Industries Ltd. Survey No. 259/15, Dadra-396 191, (U.T. of D & NH), India. Distributed by: Sun Pharmaceutical Industries, Inc. Cranbury, NJ 08512, Distributed by: Major Pharmaceuticals Livonia, MI 48152 USA, NDC 0904-7179-61",3876 cartons,Packaging defect: blister packaging inadequately sealed.,20230616,20230626,20230705,"Lot #: M04343, Exp. 04/2024",20240430,
Terminated,Erie,PA,United States,Class II,{},Drugs,91332,Pharmacy Innovations,2936 W 17th St,N/A,16505-3929,Voluntary: Firm initiated,Telephone,Nationwide in the USA,D-0210-2023,"GLUTATHIONE L REDUCED 100MG/ML (2ML NEBVL) INHALATION; GLUTATHIONE L REDUCED 200MG/ML (1ML NEBVL) INHALATION; GLUTATHIONE L REDUCED 220MG/ML (30ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED 500MG/ML (1ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED 500MG/ML (2ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED-PF- 200MG/ML (2ML VIAL) INJECTABLE, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",N/A,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,20221222,20230126,20230201,t20221129@68 t20221025@32 t20221025@33 t20221114@27 t20221021@40 t20221116@36,20240731,
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0818-2023,"Levofloxacin Injection 500mg/20 mL (25 mg/mL), For Intravenous Infusion, packaged in a) 20mL vials and b) 30 mL vials, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,20230607,All Lots,,
Terminated,Westborough,MA,United States,Class II,{},Drugs,91243,Atlantic Management Resources Ltd.,39 Harvey Ln,N/A,01581-3013,Voluntary: Firm initiated,Telephone,Nationwide and Australia,D-0083-2023,"ProSirona, A Homeopathic Formula, Calendula Oil packaged in 1/8 Fl. oz. (3.5 g) bottles, Dist. by: Endometriosis Assoc. Inc. (International), Mfg. by Claire Ellen Topicals, P.O. Box 901 Westborough, MA 01581, USA, NDC# 66233-712-01.",72 bottles,cGMP Deviations,20221212,20221213,20221221,Lot Code B-02,20230920,
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0794-2023,"Clobetasol Propionate Cream, USP, 0.05%, packaged in a) 15g tubes, b) 30g tubes, and c) 60g tubes, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,20230607,All Lots,,
Terminated,Dublin,OH,United States,Class II,{},Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0503-2021,"Infants Aqueous Vitamin D Oral Drops 400 IU/mL 50 mL (1 2/3 fl oz) Manufactrued by: Silarx Pharmaceuticals, Inc. 19 West Street Spring Valley, NY 10977 USA",422 bottles,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20210602,All Lots distributed 02/23/2021 through 03/10/2021.,20240617,
Ongoing,Hattiesburg,MS,United States,Class II,{},Drugs,90982,"Pharmacy Plus, Inc. dba Vital Care Compounder",115 S 40th Ave,N/A,39402-6600,Voluntary: Firm initiated,Telephone,"AL, LA, MS, and TN",D-0040-2023,"MOXIFLOXACIN PRESERVATIVE FREE SYR, 0.15 mg/0.1 mL, Sterile Solution, 1 mL syringes, Rx only, Vital Care Compounder, 115 S. 40th Ave., Hattiesburg, MS  39402",106 syringes,Lack of Assurance of Sterility: FDA inspection found the recalled products were produced in a manner than cannot guarantee the sterility of the products purported to be sterile.,20221007,20221102,20221109,"Lot: 66470, BUD: 11/10/2022",,
Terminated,Monterey Park,CA,United States,Class II,{},Drugs,85341,Herbal Doctor Remedies,497 Cumbre St,N/A,91754-2114,Voluntary: Firm initiated,Other,"Products are sold online within the United States and  internationally to the following countries: Australia, Canada, Israel, Italy, Japan, Norway, and United Kingdom",D-1120-2020,"Detoxin-S, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,20200324,20200407,20200415,All lots within expiry,20240125,
Terminated,Albuquerque,NM,United States,Class II,{},Drugs,86123,"Calvin Scott & Company, Inc.",209 Eubank Blvd Ne,N/A,87123-2745,Voluntary: Firm initiated,E-Mail,Nationwide within the United States,D-1525-2020,"Phentermine 15mg grey/Yellow Capsules, 28-count bags, Rx only, Distributed by: Calvin Scott & Co., Inc. Albuquerque, NM 87123, MFG: Sunrise Pharm., Rahway NJ, 07065; NDC 11534-0157-03",N/A,CGMP Deviations: Light sensitive drug products repackaged in transparent/partially transparent pouches.,20200727,20200820,20200826,Lot #:19330; Exp. Date: 12/20,20240411,
Terminated,Los Angeles,CA,United States,Class II,{},Drugs,84978,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical",1990 Westwood Blvd Ste 135,N/A,90025-4650,Voluntary: Firm initiated,Press Release,"U.S.A. Nationwide and Puerto Rico, Barbados and Dominican Republic",D-0937-2020,"Alprostadil/Papaverine Hydrochloride/Phentolamine Mesylate Injection  20MCG/30MG/1MG/ML Injectable, For Intracavernosal Use, Freeze, 2.5 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-0545-2",N/A,Lack of Assurance of Sterility,20200115,20200305,20200311,"Lot #: 11112019+53210, Exp 4/4/2020",20231207,
Terminated,Dawsonville,GA,United States,Class II,{},Drugs,89807,Direct Rx,94 Worldwide Dr,N/A,30534-6828,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0714-2022,"Diclofenac Sodium Topical Solution 1.5%, 150 mL, Rx only, Packaged and Distributed by: Direct Rx Dawsonville, GA 30534 Mfg. For SOLA Pharmaceuticals Baton Rouge, LA, NDC 61919-675-05",312 bottles,Defective Container: Leaking containers.,20211207,20220322,20220330,Lot #: 24MA2010 Exp. 1/31/2023,20231005,
Ongoing,Waltham,MA,United States,Class II,"{'application_number': ['NDA020439'], 'brand_name': ['BETIMOL'], 'generic_name': ['TIMOLOL'], 'manufacturer_name': ['Thea Pharma Inc.'], 'product_ndc': ['82584-001', '82584-002'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['OPHTHALMIC'], 'substance_name': ['TIMOLOL'], 'rxcui': ['208560', '1923428', '1992303', '1992305'], 'spl_id': ['164c0deb-c86f-9453-e063-6394a90a5383'], 'spl_set_id': ['3ae775f4-340c-4bf4-aa49-8a31daba0f8b'], 'package_ndc': ['82584-001-05', '82584-002-05', '82584-002-15'], 'is_original_packager': [True], 'upc': ['0382584002053'], 'unii': ['817W3C6175']}",Drugs,94146,"Thea Pharma, Inc.",303 Wyman St,N/A,02451-1208,Voluntary: Firm initiated,Letter,Product was distributed nationwide within the United States,D-0374-2024,"Betimol (timolol ophthalmic solution) 0.5%,  15mL bottles, Rx only, Manufactured for: Thea Pharma Inc. Lexington, MA 02420, NDC 82584-002-15","5,476 bottles",Lack of Assurance of Sterility: Out of specification for volume and compromised container closure.,20240305,20240311,20240320,"Lot #: 435019, Exp. Date 11/2024",,
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,90948,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0158-2023,"Tobramycin Ophthalmic Solution, USP, 0.3%, 5 mL per bottle, Rx Only, Manufactured by:  Akorn, Inc., Lake Forest, IL 60045; Distributed by:  MWI, Boise, ID 83705. NDC 13985-604-05","91,692 bottles",CGMP Deviations:,20221013,20230113,20230125,"Lot: 1D94A, EXP 3/31/2023; 1E35A, EXP 4/30/2023; 2A06A, EXP 12/31/2023",,
Terminated,Allegan,MI,United States,Class II,"{'application_number': ['M013'], 'brand_name': ['UP AND UP CHILDRENS ACETAMINOPHEN'], 'generic_name': ['ACETAMINOPHEN'], 'manufacturer_name': ['Target Corporation'], 'product_ndc': ['11673-105'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['ORAL'], 'substance_name': ['ACETAMINOPHEN'], 'rxcui': ['307668'], 'spl_id': ['9bc7510c-d284-4ca5-8a86-a346f690f3b1'], 'spl_set_id': ['9c3ba4dd-f51b-46ce-91b8-8b617c7b78da'], 'package_ndc': ['11673-105-26', '11673-105-28'], 'is_original_packager': [True], 'unii': ['362O9ITL9D']}",Drugs,88905,Perrigo Company PLC,515 Eastern Ave,,49010-9070,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0601-2022,"Acetaminophen Child Bubble Gum Flavored Oral Suspension (160 mg/5 ml), 4 FL OZ (118 mL) per bottle, Distributed by Perrigo, Allegan, MI 49010.  NDC: 11673-105-26","4,992 bottles",CGMP Deviations: Products were manufactured with contaminated excipient that was recalled from the excipient supplier.,20211026,20220223,20220302,"Batch: 1CK0998, Exp 01/31/2023",20230929,
Terminated,Parsippany,NJ,United States,Class III,"{'application_number': ['NDA208216'], 'brand_name': ['AZACITIDINE'], 'generic_name': ['AZACITIDINE'], 'manufacturer_name': ['BluePoint Laboratories'], 'product_ndc': ['68001-313'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS', 'SUBCUTANEOUS'], 'substance_name': ['AZACITIDINE'], 'rxcui': ['485246'], 'spl_id': ['23e0829c-89cf-67b9-e063-6394a90ac705'], 'spl_set_id': ['5f0f9ee3-a5b1-4a25-a34c-7f38c8433f4a'], 'package_ndc': ['68001-313-56'], 'is_original_packager': [True], 'upc': ['0368001313568'], 'nui': ['N0000000233', 'N0000175595'], 'pharm_class_moa': ['Nucleic Acid Synthesis Inhibitors [MoA]'], 'pharm_class_epc': ['Nucleoside Metabolic Inhibitor [EPC]'], 'unii': ['M801H13NRU']}",Drugs,90594,Teva Pharmaceuticals USA Inc,400 Interpace Pkwy Bldg A,,07054-1120,Voluntary: Firm initiated,Letter,Distributed in Ohio,D-1334-2022,"Azacitidine for Injection 100mg/vial Lyophilized Powder, Rx Only, Mfd. in Romania By: Sindan Pharma SRL For BluePoint Laboratories, NDC 68001-313-56",4162 cartons,Subpotent Drug - Out of specification (OOS) result obtained during monitoring stability study for Assay. Results below specification.,20220722,20220811,20220817,"Lot: FE22001A, Exp 01/2024",20230412,
Completed,Chesapeake,VA,United States,Class II,{},Drugs,91466,Sentara Infusion Services,535 Independence Pkwy Ste 300,N/A,23320-5176,Voluntary: Firm initiated,Telephone,Dispensed to Patients Nationwide.,D-0323-2023,"VANCOMYCIN (a)700 MG NS 140ML, (b) 1000MG IN NS 200ML, abtibiotic, Rx only, use with home pump, Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320",18 bags,Lack of sterility assurance,20221227,20230215,20230222,"Beyond Use Date: December 28-31, 2022",,
Terminated,San Diego,CA,United States,Class II,{},Drugs,89803,"Vitae Enim Vitae Scientific, Inc.",3030 Bunker Hill St Ste 203,,92109-5754,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide in the U.S.A,D-0741-2022,"TETRACAINE 1% Tetracaine HCI Injection, USP, 20mg/2mL (10mg/mL), 10 x 2ml Single Use Vials per box, Rx only, Manufactured for Cameron Pharmaceuticals, LLC., NDC 42494-437-10.",722 boxes,Lack of Assurance of Sterility: deviations from Current Good Manufacturing Practices (CGMP) that call into question the sterility of products intended to be sterile.,20220314,20220405,20220413,"Lot #: 21VTHI017, 21VTHI018, 21VTHI019, Exp 5/31/2023",20240815,
Ongoing,Norwalk,CT,United States,Class II,{},Drugs,92857,"Ecometics, Inc.",19 Concord St,N/A,06854-3706,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1100-2023,"activator concentrate, Sodium Fluoride 0.96% in Activator Concentrate; 0.08% in diluted Activator Solution, Net 1 FL. OZ., Manufactured for: All USA Direct, LLC, Broadview, IL 60155.","32,583 bottles",CGMP Deviations: Products not manufactured under current good manufacturing practices.,20230809,20230824,20230830,"Lot: 1E175B, exp 6/24",,
Terminated,Dublin,OH,United States,Class II,{},Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0401-2021,NIACIN 250MG 110; NDC/UPC 740985228494; OTC; TABLETS,4 bottles,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20210602,All Lots distributed 02/23/2021 through 03/10/2021.,20240617,
Completed,Camarillo,CA,United States,Class II,"{'application_number': ['ANDA205457'], 'brand_name': ['BUDESONIDE'], 'generic_name': ['BUDESONIDE'], 'manufacturer_name': ['Golden State Medical Supply, Inc.'], 'product_ndc': ['51407-824'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['BUDESONIDE'], 'rxcui': ['1366550'], 'spl_id': ['235e059c-07c0-aed4-e063-6394a90ab5a3'], 'spl_set_id': ['04532cd4-cc79-ef53-e063-6394a90a90ae'], 'package_ndc': ['51407-824-30', '5140782430'], 'original_packager_product_ndc': ['0591-2510'], 'nui': ['N0000175576', 'N0000175450'], 'pharm_class_epc': ['Corticosteroid [EPC]'], 'pharm_class_moa': ['Corticosteroid Hormone Receptor Agonists [MoA]'], 'unii': ['Q3OKS62Q6X']}",Drugs,93827,Golden State Medical Supply Inc.,5187 Camino Ruiz,,93012-8601,Voluntary: Firm initiated,Letter,Illinois only,D-0276-2024,"Budesonide Extended-Release Tablets, 9 mg, 30-count bottles, Rx only, Marketed by: GSMS, Incorporated, Camarillo, CA, UPC 5140782430, NDC 51407-824-30",108 bottles,Failed Dissolution Specifications,20240112,20240129,20240207,"Lot #: GS054862, Exp. Date 07/31/2025",,
Terminated,Farmingdale,NY,United States,Class I,{},Drugs,89186,Valisa MFG LLC,131 Executive Blvd,,11735-4719,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0363-2022,"kleantouch HAND SANITIZER (ethyl alcohol 70%), 8.0 FL OZ (236 ML), pump bottles, Distributed by: Valisa MFG, LLC, Farmingdale, NY, 11735, Made in USA, UPC 6 86162 99246 1",7704 bottles,Marketed Without an Approved NDA/ANDA: Product labeled to contain methanol making it an unapproved new drug and contains methanol,20211206,20220110,20220105,"Lot #: 1260-1, 1260-2, 1260-3, 1260-4. Exp. 04/2022",20240226,
Ongoing,Mahwah,NJ,United States,Class II,{},Drugs,84516,"Glenmark Pharmaceuticals Inc., USA",750 Corporate Dr,N/A,07430-2009,Voluntary: Firm initiated,Press Release,Natiowide,D-0643-2020,"Glenmark Ranitidine Tablets USP 300 mg Rx Only 250 Tablets Manufactured by: Glenmark Pharmaceuticals Ltd. Colvale-Bandez, Goa 403513, India Manufactured for: Glenmark Pharmaceuticals Inc., USA Mahwah, NJ   NDC 68462-249-20","500,960 bottles",CGMP Deviations: Presence of NDMA impurity detected in product.,20191217,20200105,20200115,7701069A  7701070A  7701084A  7701085A  7701087A  7701094A  7701095A  7701140A  7701141A  7701142A  7701157A  7701162A  7701182A  7701217A  7701218A  7701219A  7701236A  7701237A  7701220A  7701456A  7701470A  7701520A  7701671A  7701696A  7701697A  7701698A  7701797A  7701928A  7701929A  7701942A  7701943A  7702065A  7702066A  7702067A  7702095A  7702096A  7702097A  7702098A  7702188A  7702189A  7702190A  7702196A  7702197A  7702198A  7702199A  7702348A  7702338A  7702347A  7702349A  7702350A  7702391A  7702392A  7702546A  7702547A  7702548A  7702616A  7702617A  7702618A  7702619A  7702620A  7702763A  7702764A  7702851A  7702852A  7702853A  7702854A  7702855A  7702868A  7702869A  7702870A  7702871A  7702920A  7703054A  7703055A  7703056A  7703057A  7703058A  7703206A  7703208A  7703454A  7703455A  7703456A  7703486A  7703487A  7703488A  7703489A  7703490A  7703945A  7703946A  7703947A  7704111A  7704112A  7704113A  7704234A  7704235A  7704236A  7704237A  7704285A  7704286A  7704287A  7704288A  7704370A  7704371A  7704428A  7704429A  7704430A  7704431A  7704814A  7704838A  7704839A  7704840A  7704935A  7704936A  7704992A  7704996A  7704997A  7704998A  7704999A  7705037A  7705298A  7705299A  7705300A  7705301A  7705302A  7705303A  7705546A  7705584A  7705544A  7705545A  7705572A  7705585A  19190456  19190472  19190490  19191934  19191942  19191959  19192504,,
