Status,City,State,Country,Classification,Product Type,Recalling Firm,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Termination Date
Terminated,Trujillo Alto,PR,United States,Class II,Drugs,Frenda Corporation,"Global Care 70% Alcohol Ethyl Rubbing Alcohol, packaged in a) 32 FL OZ (946 mL) UPC 8 70373 01323 1; b) 16 FL OZ (473 mL) UPC 8 70373 01332 3; c) 1 Gallon (128 FL OZ) 3785.41 mL UPC 8 70373 01330 4, Dist. By Target Price, Inc. Catano, PR","12,130 bottles",cGMP Deviations,20221215,20240910
Terminated,Port Charlotte,FL,United States,Class II,Drugs,The Medicine Shoppe Pharmacy,"Estriol/Testosterone Vaginal 0.1/0.1% Cream 30 gm jar, Rx, The Medicine Shoppe Pharmacy, Port Charlotte, FL",1 jar,Lack of Processing Control,20200406,20221213
Terminated,Houston,TX,United States,Class II,Drugs,Assurance Infusion,BAC 2400MCG/ FENT 2600MCG/ MORP 3600MCG/ML  INJ in 20 mL syringe  Assurance Infusion (713) 533-8800,1 syringe,Lack of sterility assurance.,20191220,20211027
Terminated,Whippany,NJ,United States,Class I,Drugs,Bayer Healthcare Pharmaceuticals Inc.,"Tinactin (Tolnaftate 1%) POWDER SPRAY NET WT 133g (4.6 oz) can, labeled as (a) Product of  Ireland 86940418; (b)Product of Finland 20006106; Dist by: Bayer Healthcare LLC, Whippany, NJ 07981, Product of Finland, UPC 3 11017 41009 7, NDC 11523-0777-2.","2,841,012 cans",Chemical Contamination: presence of benzene,20211001,20230626
Terminated,Windsor,CT,United States,Class II,Drugs,"SCA Pharmaceuticals, LLC","HYDROmorphone HCl 30 mg/30 mL in 0.9% Sodium Chloride Injection, (Concentration = 1mg/mL) 30 mL fill Syringe, Rx only, SCA Pharmaceuticals, 755 Rainbow Rd., Windsor, CT 06095,  NDC 70004-0303-21, Bar Code 70004030321",909 syringes,Lack of Assurance of Sterility,20231109,20240827
Terminated,Santa Ana,CA,United States,Class II,Drugs,"McGuff Compounding Pharmacy Services, Inc.","Thiamine Hydrochloride 200 mg/2mL (100mg/mL), Riboflavin 2 mg/2mL (1mg/mL) Injection, FOR INTRAMUSCULAR OR SLOW INTRAVENOUS USE, 2 mL Sterile Single Use Vial, Preservative-Free, Rx Only, Compounded for a licensed professional or patient use by: McGuff Compounding Pharmacy Services, Inc, Santa Ana, CA 92704.",11 vials,Presence of Particulate Matter: Presence of foreign substances were reported in vials at the pharmacy.,20221208,20230427
Terminated,Durham,NC,United States,Class II,Drugs,"Accord Healthcare, Inc.","Allopurinol Tablets USP, 100 mg, 100-count bottle, Rx Only, Manufactured for: Accord Healthcare, Inc., Durham, NC 27703, Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213. India. NDC 16729-134-01","87,576 bottles",Presence of Foreign Substance: Presence of a small piece of green plastic embedded in the crack towards the edge of the tablet.,20230112,20240423
Terminated,Richmond,VA,United States,Class II,Drugs,Mckesson Medical-Surgical Inc. Corporate Office,"Proventil HFA,  (Albuterol Sulfate Inhalation Aerosol), 200 metered inhalations, Rx only, MFG: Merck Company, NDC 0085-1132-04",22 inhalers,cGMP deviations: Temperature abuse,20220413,20231130
Terminated,Monterey Park,CA,United States,Class II,Drugs,Herbal Doctor Remedies,"Pain Away, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,20200324,20240125
Terminated,Allegan,MI,United States,Class II,Drugs,Perrigo Company PLC,"Maximum Strength No Drip Nasal Spray, Oxymetazoline HCl 0.05% Nasal Decongestant, 1 FL Oz (30 mL) per bottle, DISTRIBUTED BY THE KROGER CO., CINCINNATI, OHIO 45202. NDC 30142-388-10","36,864 bottles",CGMP Deviations: Products were manufactured with contaminated excipient that was recalled from the excipient supplier.,20211026,20230929
Terminated,Plattsburgh,NY,United States,Class II,Drugs,"SterRx, LLC","NOREPINEPHRINE, 16 mg per 250 mL, (64 mcg per mL) in 5% Dextrose Injection, Rx only, SterRx, 141 Idaho Ave., Plattsburgh, NY 12903, NDC 70324-002-01.",1044 bags,Lack of Assurance of Sterility,20211112,20231206
Terminated,New Paltz,NY,United States,Class II,Drugs,Ultra Seal Corporation,"MidNite Natural sleep aid Chewable Tablets Cherry Flavor (melatonin 1.5mg), 30-count bottles, BGP Pharma ULC, Etobicoke, ON M8Z 2S6","90,072 bottles",cGMP deviations,20220124,20231016
Terminated,Fairfield,NJ,United States,Class II,Drugs,"Parker Laboratories, Inc.","Helix Pain Relieving Cream (Menthol 7.4%), packaged in a) 5 gm pouch (NDC 30775-051-01), b) 3 fl. oz. roll-on (NDC 30775-051-03), c) 4 fl. oz. tubes (NDC 30775-051-04), d) 12 fl oz pump bottles (NDC 30775-051-12), e) 32 fl. oz. pump bottles (NDC 30775-051-32), f) 1 U.S. gallon with pump (NDC 30775-051-50), g) Starter Kit (NDC 30775-051-95), Parker Laboratories, Inc. 286 Eldridge Road Fairfield, NJ 07004",250,CGMP Deviations,20230802,20240603
Terminated,Trujillo Alto,PR,United States,Class II,Drugs,Frenda Corporation,"Easy Clean 70% Isopropyl Alcohol, packaged in a) 1 Gallon (128 fl. oz.) UPC 8 91857 00048 6; b) 16 fl. oz. (473 mL) UPC 8 91857 00047 9, Manufactured by: Frenda Corporation Trujillo Alto, PR 00976","65,376 bottles",cGMP Deviations,20221215,20240910
Terminated,West Columbia,SC,United States,Class II,Drugs,Nephron Sterile Compounding Center LLC,"Succinylcholine Chloride Injection, USP, 200 mg/10 mL (20 mg/mL) syringe, packaged in 5 x 10 mL Pre-Filled Syringes per carton, 6 x 5 Syringe Carton per case, Rx Only, Nephron 503B outsourcing facility, 4500 12th St. Extension, West Columbia, SC 29172, NDC: 69374-919-10","18,840 syringes",Lack of Assurance of Sterility,20220630,20240617
Terminated,San Antonio,TX,United States,Class II,Drugs,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy","MIC B12 25/50/50/0.5MG/ML L-CARNITINE 250MG/ML  INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",1 vial,Lack of assurance of sterility,20211012,20231004
Terminated,Erie,PA,United States,Class II,Drugs,Pharmacy Innovations,"VANCOMYCIN FORTIFIED 10MG/ML (1ML DROPTAINER) OPH SOLUTION VANCOMYCIN FORTIFIED 14MG/ML (3ML DROPTAINER) OPH SOLUTION VANCOMYCIN FORTIFIED-STS- 50MG/ML OPH SOLUTION VANCOMYCIN-STS- 25MG/ML (2ML DROPTAINER) OPH SOLUTION, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",N/A,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,20221222,20240731
Terminated,San Antonio,TX,United States,Class II,Drugs,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy","ALPROSTADIL 22MCG/ML  22MCG/ML INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",1 vial,Lack of assurance of sterility,20211012,20231004
Terminated,Dublin,OH,United States,Class II,Drugs,Cardinal Health Inc.,"Triumeq (abacavir, dolutegravir, and lamivudine) 600 mg/50 mg/300 mg Tablets 30 Tablets Rx Only NDC 49702-231-13 Manufactured for: Viiv Healthcare Research Triangle Park, NC 27709 by GlaxoSmithKline Research Triangle Park, NC 27709",2264 bottles,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20240617
Terminated,Los Angeles,CA,United States,Class II,Drugs,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical","Glutathione Injection,GLUTATHIONE 200MG/ML INJECTABLE  For IV, IM Use, Refrigerate, 30 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-1231-3",N/A,Lack of Assurance of Sterility,20200115,20231207
Terminated,San Diego,CA,United States,Class I,Drugs,Adamis Pharmaceuticals Corporation,"SYMJEPI (epinephrine injection, USP) 0.3 mg, (0.3 mg/0.3 mL), Two Pre-Filled Single-Dose Syringes per carton, Rx Only, Manufactured for Adamis Pharmaceuticals Corp.; San Diego, CA  92130; Distributed by USWM, LLC., Louisville, KY  40241, Made in Belgium, NDC 78670-130-02","25,103 cartons",Defective Delivery System: Potential clogging of the needle preventing the dispensing of epinephrine.,20220321,20230208
Terminated,Seattle,WA,United States,Class I,Drugs,"Amazon.com, Inc.","Artri Ajo King Reforzado con Ortiga y Omega 3 tablets, 500 mg, 100-count bottle, Hecho en Mexico por:  PLANTAS MEDICINALES DE MEXICO , Melchor Ocampo No. 55 Local D, Delegacion Xochimilco. C.P. 16800, Mexico, D.F., ASIN B092P4615M, UPC 7 501031 111190","2,441 bottles",Marketed Without An Approved NDA/ANDA: FDA laboratory analysis found the product to contain undeclared diclofenac.,20220526,20221108
Terminated,Hauppauge,NY,United States,Class III,Drugs,"LNK International, Inc.","Nighttime Sleep-Aid (doxylamine succinate HCl) tablets, 25 mg, 48-count blisters per carton, Distributed by: CVS Pharmacy, Inc., One CVS Drive, Woonsocket, RI  02895, UPC 0 50428 34873 4.","257,064 cartons","Labeling: Not Elsewhere Classified: Carton incorrectly identifies product as doxylamine succinate HCl, however the product is doxylamine succinate.",20220804,20230303
Terminated,Longview,TX,United States,Class I,Drugs,Med Shop Total Care Inc.,"HYDROMORPHONE HCL-BUPIVACAINE HCL-FENTANYL PF INJECTABLE 21 mL syringe in various strengths, a)10MG-20MG-100MCG/ML, b) 20MG-10MG-450MCG/ML, c) 13.3MG-3MG-3000MCG/ML, Rx only, Med Shop Total Care 470 East Loop 281 Longview, TX 75605",84 mL,Non-Sterility,20201005,20230817
Terminated,San Antonio,TX,United States,Class II,Drugs,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy","TRI-MIX PAPAVERINE 30/PHENTOLAMINE 0.5/PGE-1 20 INJ  INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",5 vials,Lack of assurance of sterility,20211012,20231004
Terminated,Smyrna,TN,United States,Class II,Drugs,"Vi-Jon, LLC","Hydrogen Peroxide Topical Solution USP, 3%, 16 FL OZ (1 PT) 473 mL bottle, packaged as a) Signature Care NDC 21130-871-43 UPC 3 21130-78060 1 Distributed By Better Living Brands LLC P.O. Box 99, Pleasanton, CA 94566-0009; b) Solimo UPC 8 42379 14781 4 Distributed By: Amazon.com Services, Inc. Seattle, WA 98109; c) QC Quality Choice UPC 6 35515 99466 9 Distributed by C.D.M.A., Inc. 43157 W 9 Mile Rd, Novi, MI; d) CVS Health UPC 0 50428 37591 4 Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895; e) Careone UPC 3 41520 31311 0 Distributed By: Foodhold U.S.A., LLC Landover, MD 20785; f) Market Basket UPC 0 49705 75280 7 Distributed By Demoulas Super Markets, Inc. 875 East Street, Tewksbury, MA 01876; g) Rexall UPC 0 72785 13848 3 Distributed By Old East Main Co. 100 Mission Ridge, Goodlettsville, TN 37072; h) HEB UPC 9 41220 25111 7 Distributed By: HEB San Antonio, TX 78204; i) Core Values UPC 0 79068 00707 8 Distributed by Liberty Procurement Co., Inc. Union, NJ 07083; j) Swan NDC 0869-0871-43 UPC 3 08694 70610 0 Distributed by Vi-Jon One Swan Drive, Smyrna, TN 37167; k) Cariba Care UPC 6 46702 05602 2 Distributed by: Cariba International P.O. Box 1208. Safety Harbor, Florida 34695; l) Kroger UPC 0 11110 79460 4 Distributed By The Kroger Co., Cincinnati, Ohio 45202; m) CVP Health UPC 7 61706 16314 6 Distributed By Salado Sales, Inc. Temple, TX 76503; n) Medline NDC 53329-981-06 UPC 0 80196 74870 2 Made in US with US and foreign components for Medline Industries, Inc., Northfield, IL 60093; o) Exchange Select UPC 6 14299 39968 6 Manufactured For Your Military Exchanges By: Vi-Jon 8515 Page Avenue, St. Louis, MO 63114; p) Premier Value UPC 8 40986 01021 7 Distributed by: Pharmacy Value Alliance LLC 407 East Lancaster Avenue Wayne, PA 19087; q) Publix UPC 0 41415 00973 8 Distributed By Publix Super Markets, Inc. 3300 Publix Corporate Parkway Lakeland, FL 33811; r) Being Well UPC 0 51933 13950 3 Distributed By: Moran Foods, LLC St. Ann, MO 63074; s) Medicare NPN 80016265 UPC 8 39748 00017 7 Manufactured by/Fabrique par: Vi-Jon Inc., Smyna, TN 37167; t) Swan NPN 80035214 UPC 0 72785 11239 1 Manufactured By: Vi-Jon, Inc. St. Louis, MO 63114; u) Equate NPN 80036214 UPC 6 28915 16613 3 Manufactured By: Vi-Jon, Inc. St. Louis, MO 63114; v) Iris UPC 61504-871-43 UPC 0 41512 12940 7 Distributed By: Amerifoods Trading Co. P.O. Box 512377, Los Angeles, CA 90051-0377; w) Equaline NDC 41163-871-43 UPC 0 41163 25134 2 Distributed by Supervalu Inc. Eden Prairie, MN 55344 USA; x) TopCare health UPC 0 36800 26711 4 Distributed By TopCo Associates LLC Elk Grove Village, IL 60007; y) Best Choice UPC 0 70038 20055 0 Distributed By: Valu Merchandisers, Co. 6000 Kansas Ave. Kansas City, KS 66106; z) Walgreens NDC 0363-0871-43 UPC 3 11917 20771 1 Distributed By: Walgreen Co. 200 Wilmot Rd., Deerfield, IL 60015; aa) Equate NDC 49035-871-43 UPC 6 81131 11871 2 Distributed By: Walmart, Inc., Bentonville, AR 72716","3,421,032 bottles",Cross Contamination With Other Products: Product is cross contaminated with low levels of isopropyl alcohol.,20220628,20240430
Terminated,Sterling,VA,United States,Class II,Drugs,Northern VA Compounders PLLC,"Methylcobalamin Injection Solution, 12.5mg/ml, packaged in 2 mL Multiple-Dose vials, Rx Only, Compounded by: Akina Pharmacy, 23475 Rock Haven Way Suite 105, Sterling, VA  20166.",2 vials,Lack of Assurance of Sterility,20221230,20230621
Terminated,San Antonio,TX,United States,Class II,Drugs,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy","TRI-MIX PAPAVERINE 30/PHENTOLAMINE 1/PGE-1 12 INJ   INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",13 vials,Lack of assurance of sterility,20211012,20231004
Terminated,Colchester,VT,United States,Class II,Drugs,"Edge Pharma, LLC","Phenol, Topical Solution (PF) Multiple Dose Vial, 89%, 3 mL per vial, Edge Pharma, LLC, 856 Hercules Dr., Colchester, VT, NDC 05446-1211-03",1861 jars,CGMP Deviations,20211206,20230607
Terminated,Dublin,OH,United States,Class II,Drugs,Cardinal Health Inc.,"medroxyprogesterone acetate injectable suspension, USP,  150MG/ML 1ML, Rx Only, Distributed by: Greenstone LLC, Peapack, NJ 07977, NDC 59762-4538-02",148 syringes,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20240617
Terminated,East Windsor,NJ,United States,Class II,Drugs,Aurobindo Pharma USA Inc.,"Sulfamethoxazole and Trimethoprim Tablets, USP, 800mg/160mg Double Strength, 500 Tablets,  Rx Only, Distributed by: Aurobindo Pharma USA, Inc. 279 Princeton-HIghtstown Road, EAs Windsor, NJ 08520, Made in India, NDC 65862-420-05",3800 bottles,Presence of Foreign Substance- Potential of metal contamination.,20210707,20231018
Terminated,Woodbine,IA,United States,Class II,Drugs,"Grato Holdings, Inc.","Homeopathic EarAche Ear Drops, 0.33 FL OZ (10 mL) bottles, Distributed by: CVS Pharmacy, Inc., One CVS Drive, Woonsocket, RI 02895. NDC 59779-568-15","50,640 bottles",Microbial contamination of non-sterile product.,20220524,20230608
Terminated,East Haven,CT,United States,Class II,Drugs,"Milbar Laboratories, Inc.","DCL B Prox10 Anti-Blemish Wash (Benzoyl Peroxide 10%), 200 ml/6.7 fl.oz. Dermatologic Cosmetic Laboratories, East Haven, CT 06512 USA, UPC 0357486500853","7,591 bottles",GMP Deviations,20201009,20230104
Terminated,Seattle,WA,United States,Class I,Drugs,"Amazon.com, Inc.","Ortiga mas Ajo Rey Reforzado con Omega 3, 6 y 9, is packaged in a carton containing 30 tablets (500 mg c/u) in a bottle and 60 capsules (400 mg c/u) in a bottle, Hecho en Mexico por:  Omega Nutrition , Jorge Washington No. 108 Col. Las Americas, Hidalgo del Parral, Chihuahua. C.P. 33880, ASIN B084L2XM3Z, UPC 3166557819586","35,622 cartons",Marketed Without An Approved NDA/ANDA: FDA laboratory analysis found the product to contain undeclared diclofenac.,20220526,20221108
Terminated,Monterey Park,CA,United States,Class II,Drugs,Herbal Doctor Remedies,"Lump Shrinker, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,20200324,20240125
Terminated,New York,NY,United States,Class II,Drugs,Pfizer Inc.,"quinapril and hydrochlorothiazide tablets, 20 mg/25 mg*, 90 Tablets bottles, Rx Only, Distributed by: Greenstone, LLC, Peapack, NJ, 07977, Made in Germany,  NDC 59762-5225-9",2442 bottles,CGMP Deviations: N-nitroso-quinapril and N-nitroso-hydrochlorothiazide impurity above the acceptable daily intake limit.,20220321,20240828
